WB_id,public_name,logFC
WBGene00016321,C32E8.3,-0.449997371
WBGene00007248,catp-4,-0.450096926
WBGene00013673,Y105E8A.13,-0.450253275
WBGene00009085,F23D12.1,-0.450418798
WBGene00018492,F46E10.11,-0.450488817
WBGene00010683,K08F8.7,-0.450812531
WBGene00045075,W04G5.12,-0.451333638
WBGene00007107,pfd-4,-0.451453275
WBGene00016534,C39D10.7,-0.45145481
WBGene00004999,spp-14,-0.451614782
WBGene00018719,F52H2.7,-0.45189581
WBGene00044249,F55B11.6,-0.452000025
WBGene00010497,axl-1,-0.452071382
WBGene00003717,nhr-127,-0.452134044
WBGene00017285,F09E5.7,-0.452488262
WBGene00018153,F37C12.10,-0.452547732
WBGene00003495,mup-2,-0.452726169
WBGene00009757,F46B3.2,-0.452771068
WBGene00010224,F58A3.4,-0.452955026
WBGene00015751,C14A11.6,-0.453133587
WBGene00017508,F16B4.6,-0.453195204
WBGene00011597,zim-1,-0.453413285
WBGene00017306,F09F9.1,-0.453765512
WBGene00012271,W05B2.2,-0.453816806
WBGene00010081,F55A11.8,-0.453852978
WBGene00007302,C04F12.8,-0.454073579
WBGene00011175,R09E10.5,-0.454313297
WBGene00000882,cyn-6,-0.454315501
WBGene00012347,W08G11.3,-0.454378957
WBGene00045510,F11A5.17,-0.45448174
WBGene00009161,F26E4.6,-0.455021087
WBGene00009364,F33H1.3,-0.455419558
WBGene00011774,ttr-54,-0.455706966
WBGene00008695,F11C3.1,-0.455798969
WBGene00006395,taf-11.3,-0.456124012
WBGene00195143,C16D2.2,-0.456462919
WBGene00012038,T26E3.5,-0.456579934
WBGene00010789,sulp-5,-0.456950281
WBGene00021054,fbxb-118,-0.457067987
WBGene00200511,R04B3.7,-0.457067987
WBGene00020415,T10E9.5,-0.457083413
WBGene00005716,srv-5,-0.457260235
WBGene00012353,W09C5.7,-0.457274826
WBGene00019319,K02E10.5,-0.45772564
WBGene00019270,H41C03.3,-0.457806638
WBGene00006822,unc-93,-0.457891097
WBGene00000049,acr-10,-0.458203641
WBGene00199649,F46G11.15,-0.458499493
WBGene00005359,srh-142,-0.458899901
WBGene00009829,F47G9.1,-0.458918294
WBGene00017298,toca-1,-0.459023403
WBGene00008859,F15D4.2,-0.459092267
WBGene00009091,F23D12.7,-0.459206829
WBGene00013694,Y106G6A.1,-0.45921467
WBGene00001535,gcy-8,-0.459245148
WBGene00005277,srh-54,-0.459532998
WBGene00016684,C45G9.13,-0.459780327
WBGene00016905,ztf-3,-0.459994918
WBGene00008626,F09E8.8,-0.460184124
WBGene00011252,R11H6.4,-0.460218763
WBGene00019853,srsx-20,-0.460332762
WBGene00006436,ttn-1,-0.460401335
WBGene00011563,T07C4.11,-0.460410134
WBGene00010483,K01G12.3,-0.460425728
WBGene00017156,F01E11.3,-0.460568294
WBGene00011404,T03F7.7,-0.460709311
WBGene00001607,gln-6,-0.460727021
WBGene00007892,C33B4.4,-0.460822898
WBGene00008604,F09B9.5,-0.460834751
WBGene00007632,C16C10.13,-0.461076876
WBGene00004963,spe-9,-0.461167774
WBGene00006586,tni-4,-0.461327267
WBGene00015404,C03H5.2,-0.461612877
WBGene00009741,drr-1,-0.462524322
WBGene00004225,ptr-11,-0.462690922
WBGene00017478,F15A8.6,-0.462798253
WBGene00009585,F40F9.8,-0.463503347
WBGene00015267,chin-1,-0.463562076
WBGene00001828,hch-1,-0.464389321
WBGene00019577,K09E3.6,-0.464499514
WBGene00000454,ceh-33,-0.464835834
WBGene00008483,E04D5.4,-0.464879415
WBGene00010052,F54D5.7,-0.464929434
WBGene00002211,kin-30,-0.465064478
WBGene00018209,F39G3.4,-0.465094339
WBGene00010708,K09A11.5,-0.465253155
WBGene00010163,F56H6.2,-0.466263781
WBGene00003651,nhr-61,-0.466368939
WBGene00004136,pqn-51,-0.466629953
WBGene00044161,C47G2.8,-0.466642112
WBGene00201303,F33A8.11,-0.467464968
WBGene00011664,T09F3.5,-0.467667572
WBGene00015986,C18G1.8,-0.467686044
WBGene00044934,T27A3.9,-0.467809644
WBGene00019379,K04A8.10,-0.468039509
WBGene00000723,col-150,-0.4682333
WBGene00019756,M03E7.4,-0.468417175
WBGene00003558,nca-2,-0.468520145
WBGene00015042,cyp-34A7,-0.468584203
WBGene00023466,R151.11,-0.468825623
WBGene00196629,T12B3.7,-0.468825623
WBGene00011564,ugt-50,-0.468977264
WBGene00020541,fbxb-81,-0.469127117
WBGene00012272,W05B2.4,-0.46924533
WBGene00022478,fbxa-35,-0.469634167
WBGene00003368,mkk-4,-0.47008464
WBGene00199016,W06H8.12,-0.470300968
WBGene00043068,F32E10.9,-0.470396978
WBGene00015789,syx-6,-0.470580922
WBGene00015850,C16C8.12,-0.470782148
WBGene00017698,F22B7.9,-0.471292369
WBGene00045480,F14F3.5,-0.471677582
WBGene00013638,Y105C5A.14,-0.472100619
WBGene00006862,pnk-4,-0.472336962
WBGene00007901,C33D9.8,-0.472395314
WBGene00010491,K02B7.3,-0.472497166
WBGene00005194,srg-37,-0.472836646
WBGene00011869,dod-6,-0.473428321
WBGene00011090,R07B7.6,-0.473708538
WBGene00021014,W03G9.2,-0.47391677
WBGene00015815,C16A11.2,-0.474139376
WBGene00044988,W01A8.8,-0.474241047
WBGene00020485,T13C5.4,-0.474279385
WBGene00003390,sap-1,-0.474522269
WBGene00020366,acdh-10,-0.474636459
WBGene00019872,R04E5.9,-0.475197136
WBGene00015073,B0238.9,-0.475601981
WBGene00016323,C32E8.5,-0.475721479
WBGene00009818,acbp-3,-0.4758143
WBGene00018468,F32E10.7,-0.475862713
WBGene00007786,rmd-2,-0.475984118
WBGene00009888,F49E2.5,-0.476398761
WBGene00019538,K08D12.4,-0.476490182
WBGene00011215,R10E9.3,-0.476755018
WBGene00010231,F58B3.4,-0.477185069
WBGene00008865,F15G9.1,-0.477217597
WBGene00016757,C49A9.3,-0.477472266
WBGene00019130,F59H5.1,-0.477475878
WBGene00014500,T04D3.t1,-0.477708589
WBGene00012220,W03C9.2,-0.477725216
WBGene00018337,F42A9.8,-0.477765112
WBGene00016971,toe-2,-0.478030654
WBGene00004272,rab-8,-0.478327033
WBGene00009678,F44D12.1,-0.47868659
WBGene00011707,T11B7.2,-0.478913403
WBGene00017315,ugt-36,-0.478929796
WBGene00009131,F25H8.1,-0.4791945
WBGene00003886,osm-6,-0.479476418
WBGene00002173,itr-1,-0.480064897
WBGene00017646,F20H11.1,-0.480374361
WBGene00017072,D2096.5,-0.480600671
WBGene00023302,F58E2.6,-0.480928042
WBGene00011400,T03F6.4,-0.481229011
WBGene00011155,R09B3.2,-0.481236379
WBGene00077559,R05D7.7,-0.481305966
WBGene00001040,dnj-22,-0.481312508
WBGene00017888,acl-11,-0.482351719
WBGene00017210,F07E5.5,-0.482419565
WBGene00016978,C56G2.3,-0.482808688
WBGene00011094,R07B7.10,-0.482925778
WBGene00017548,F18A1.7,-0.483243733
WBGene00001906,his-32,-0.483650681
WBGene00008663,eak-6,-0.483963744
WBGene00000714,col-141,-0.484078126
WBGene00077703,K08E5.5,-0.484471484
WBGene00198038,H03E18.4,-0.484471484
WBGene00201099,K02E10.11,-0.484471484
WBGene00197759,F56E3.11,-0.485094078
WBGene00000012,abf-1,-0.485981036
WBGene00003718,nhr-128,-0.486042961
WBGene00015489,C05E4.7,-0.486162394
WBGene00016325,C32E8.9,-0.486423158
WBGene00011788,T15H9.2,-0.486424502
WBGene00016494,C37A2.8,-0.486552958
WBGene00017513,F16F9.1,-0.486677082
WBGene00019591,fbxc-25,-0.486817554
WBGene00016911,drn-1,-0.486846436
WBGene00015251,B0546.4,-0.48689642
WBGene00020448,fbxa-51,-0.487133909
WBGene00016432,C35B1.2,-0.48722387
WBGene00018630,F49D11.6,-0.487432638
WBGene00022475,Y119C1B.10,-0.487856107
WBGene00009544,F38E11.9,-0.488175015
WBGene00017348,F10E7.6,-0.488624519
WBGene00016601,acin-1,-0.488766402
WBGene00008985,F20G2.1,-0.48877828
WBGene00016459,C35E7.7,-0.488979198
WBGene00009745,F45H11.5,-0.48898828
WBGene00007762,C27B7.5,-0.489353522
WBGene00009714,F44G4.5,-0.489504829
WBGene00009743,sptf-1,-0.489556298
WBGene00077783,D1054.18,-0.48982158
WBGene00012236,W04A8.1,-0.490062317
WBGene00009157,F26E4.2,-0.490307727
WBGene00017277,F09C12.2,-0.490383505
WBGene00011082,R07B1.11,-0.490770001
WBGene00010888,dlc-2,-0.490983922
WBGene00003914,pam-1,-0.491341734
WBGene00020378,T09B4.4,-0.49158305
WBGene00009312,F32B4.1,-0.491944796
WBGene00008851,F15B9.8,-0.492095793
WBGene00009461,F36D1.1,-0.492150112
WBGene00019131,bath-12,-0.492152545
WBGene00013797,Y116A8C.20,-0.492231703
WBGene00022455,Y110A7A.4,-0.492478008
WBGene00007396,tiar-3,-0.492526434
WBGene00008421,D2030.12,-0.492925149
WBGene00001974,hmg-4,-0.492980804
WBGene00004183,prk-2,-0.49315602
WBGene00003917,par-2,-0.493912817
WBGene00005113,srd-35,-0.494052431
WBGene00018560,F47D12.3,-0.494114206
WBGene00044646,B0205.14,-0.49417571
WBGene00012297,W06D4.3,-0.494184092
WBGene00001388,far-4,-0.494212193
WBGene00009335,F32D8.13,-0.494588749
WBGene00020774,T24E12.5,-0.495381805
WBGene00018772,F53G12.4,-0.495512291
WBGene00013671,Y105E8A.11,-0.49580975
WBGene00016148,C26F1.3,-0.495972469
WBGene00077691,T06E4.14,-0.496109283
WBGene00011179,R09H10.1,-0.49656183
WBGene00015492,lnp-1,-0.496778331
WBGene00015638,C09E7.4,-0.496847823
WBGene00005845,srw-98,-0.496928953
WBGene00015607,fbxb-13,-0.49695439
WBGene00020750,nhr-222,-0.496959932
WBGene00008225,C50B8.3,-0.497158971
WBGene00004068,pnk-1,-0.497259262
WBGene00009722,F45D3.2,-0.497724844
WBGene00000970,dhs-6,-0.497729757
WBGene00016381,sgo-1,-0.49792287
WBGene00011624,T08G5.3,-0.498079429
WBGene00008282,C53D6.5,-0.498134107
WBGene00010600,nhr-196,-0.498275597
WBGene00019592,K09F6.9,-0.49867232
WBGene00010382,H12D21.6,-0.498942584
WBGene00004301,ram-5,-0.499067901
WBGene00016123,C25H3.14,-0.499399639
WBGene00018317,F41H10.4,-0.499425791
WBGene00017783,F25E5.2,-0.499677603
WBGene00023428,K07C5.10,-0.500212438
WBGene00168917,21ur-6066,-0.500212438
WBGene00008279,C53C7.3,-0.50117977
WBGene00016172,C27H5.2,-0.501386017
WBGene00009479,fcp-1,-0.501491768
WBGene00019894,R05F9.11,-0.501522332
WBGene00000886,cyn-10,-0.501888434
WBGene00000461,ceh-40,-0.502107782
WBGene00019168,H06I04.3,-0.502223661
WBGene00001695,grd-6,-0.502467556
WBGene00016717,math-22,-0.502939517
WBGene00012361,W09D10.3,-0.50308859
WBGene00044227,C07A9.13,-0.503104352
WBGene00006448,glod-4,-0.503184159
WBGene00194654,M05B5.7,-0.503186863
WBGene00008628,ttr-21,-0.503580946
WBGene00012230,cacn-1,-0.503855153
WBGene00010075,F55A11.1,-0.503994408
WBGene00002096,ins-13,-0.504310847
WBGene00019986,R09F10.1,-0.504433146
WBGene00005677,sru-14,-0.504873456
WBGene00016581,C42C1.3,-0.505071591
WBGene00008680,F11A5.15,-0.506146429
WBGene00044389,C27D6.12,-0.506206637
WBGene00044079,tag-241,-0.506218401
WBGene00007794,C28D4.7,-0.50640188
WBGene00008273,C53B4.3,-0.506410751
WBGene00020901,T28F2.2,-0.506501238
WBGene00011834,T19B10.6,-0.506831767
WBGene00008256,glb-12,-0.507080578
WBGene00019407,K05F1.5,-0.507664218
WBGene00006889,pfd-3,-0.507666062
WBGene00021149,dnc-3,-0.508057579
WBGene00007110,B0035.11,-0.508368794
WBGene00015561,C07A12.7,-0.508567282
WBGene00015668,C10A4.7,-0.508767391
WBGene00020261,vet-1,-0.509278072
WBGene00013741,Y111B2A.21,-0.509357037
WBGene00016466,C36B7.3,-0.509604712
WBGene00020789,T25B6.3,-0.509862529
WBGene00017455,F14D2.7,-0.509875439
WBGene00010522,K03A11.5,-0.510520189
WBGene00044150,VB0395L.1,-0.511415437
WBGene00010368,H06A10.1,-0.511470833
WBGene00004809,skr-3,-0.511586012
WBGene00017271,F08F8.6,-0.51163275
WBGene00010493,meg-2,-0.511998019
WBGene00010978,R02D5.4,-0.512262352
WBGene00010968,R01E6.2,-0.512722667
WBGene00007437,C08E8.1,-0.512831031
WBGene00005271,srh-48,-0.512870224
WBGene00005553,sri-41,-0.51307075
WBGene00010407,H19N07.3,-0.513079835
WBGene00016930,C54G6.1,-0.513219308
WBGene00020081,sdz-29,-0.513242389
WBGene00020564,T19C3.6,-0.513395246
WBGene00012156,ebp-2,-0.513461246
WBGene00017032,D1044.7,-0.513548626
WBGene00003220,mes-2,-0.51370356
WBGene00200685,D2023.17,-0.513795339
WBGene00020849,nhr-225,-0.513901905
WBGene00003210,mel-28,-0.514936531
WBGene00004182,prk-1,-0.515397365
WBGene00020575,T19D7.7,-0.515839174
WBGene00044514,R09E12.9,-0.516426479
WBGene00017226,fbxa-53,-0.516497224
WBGene00008947,srz-16,-0.516829439
WBGene00017459,F14D2.11,-0.516829439
WBGene00003045,lir-2,-0.51691755
WBGene00011697,T10H4.4,-0.517138172
WBGene00009751,F46A8.8,-0.517255974
WBGene00018861,cutl-21,-0.517301559
WBGene00011894,ttr-23,-0.517352486
WBGene00017367,nhr-263,-0.517499263
WBGene00005700,sru-37,-0.517756295
WBGene00017507,F16B4.5,-0.518034914
WBGene00005318,srh-99,-0.518166669
WBGene00195073,F02E11.7,-0.518360647
WBGene00003801,npp-15,-0.518453261
WBGene00009827,F47G4.6,-0.518539864
WBGene00001067,dpy-5,-0.518892702
WBGene00000655,col-79,-0.51910557
WBGene00000907,daf-11,-0.519167848
WBGene00010233,F58B3.7,-0.5192317
WBGene00008314,C54G4.4,-0.519329492
WBGene00005383,srh-167,-0.519352032
WBGene00004286,rab-39,-0.520010373
WBGene00016924,C54F6.6,-0.520056389
WBGene00001757,gst-9,-0.52035153
WBGene00019418,fbxb-54,-0.521091449
WBGene00008530,F02E9.5,-0.521383045
WBGene00007726,C25F9.6,-0.521725515
WBGene00044148,T08D10.4,-0.522369207
WBGene00196410,R02E12.9,-0.522369207
WBGene00008576,F08G2.4,-0.522597943
WBGene00023429,W08G11.6,-0.522628186
WBGene00018393,msra-1,-0.5228028
WBGene00003990,pfn-2,-0.523366998
WBGene00017971,F32A5.8,-0.523594253
WBGene00018489,F46E10.2,-0.523890045
WBGene00009346,F32H2.10,-0.523956267
WBGene00016705,C46C11.2,-0.524047231
WBGene00008954,F19C6.5,-0.524220222
WBGene00003018,lin-32,-0.524319432
WBGene00009356,F33A8.10,-0.524812459
WBGene00010389,srz-31,-0.524812459
WBGene00017109,clec-177,-0.524812459
WBGene00018433,F45C12.2,-0.524812459
WBGene00195421,T25F10.7,-0.524812459
WBGene00196379,F28F9.10,-0.524812459
WBGene00201070,F25H10.9,-0.524812459
WBGene00015279,C01B10.4,-0.525195534
WBGene00018935,skr-18,-0.525473322
WBGene00007933,C34E7.3,-0.525552482
WBGene00015820,C16A11.7,-0.525568534
WBGene00010369,H06O01.2,-0.525652947
WBGene00009189,F27D4.4,-0.525991994
WBGene00019657,K11G12.6,-0.526172659
WBGene00017938,F31A3.3,-0.526355052
WBGene00000771,cpb-2,-0.526421587
WBGene00018591,npax-2,-0.526659147
WBGene00010657,K08D8.3,-0.527031107
WBGene00007426,C08B6.5,-0.527505395
WBGene00011830,cyp-29A2,-0.527929803
WBGene00007856,C31H5.5,-0.52814955
WBGene00005219,srg-62,-0.528246538
WBGene00001028,dnj-10,-0.528275124
WBGene00002218,klp-6,-0.528368726
WBGene00001111,duo-2,-0.528472768
WBGene00019396,K04F10.3,-0.528518354
WBGene00019444,K06C4.8,-0.529396969
WBGene00003765,nlp-27,-0.529550633
WBGene00003372,mlc-4,-0.529857969
WBGene00007749,C26E1.3,-0.530028298
WBGene00000367,cca-1,-0.530462976
WBGene00017634,F20D6.2,-0.531036374
WBGene00044187,ttll-9,-0.531277089
WBGene00019332,K02F3.9,-0.531533607
WBGene00012187,rpb-11,-0.531618912
WBGene00017394,F12A10.5,-0.531777584
WBGene00008731,F13B12.3,-0.531832251
WBGene00003947,pbs-1,-0.531840268
WBGene00006188,str-140,-0.531961294
WBGene00015832,math-16,-0.531961294
WBGene00185119,F16H6.11,-0.531961294
WBGene00007030,epc-1,-0.532011292
WBGene00011892,T21C9.4,-0.532098211
WBGene00010962,MTCE.23,-0.532137539
WBGene00016597,clec-179,-0.532184906
WBGene00016947,C55B7.11,-0.532441156
WBGene00004964,spe-10,-0.532639776
WBGene00007067,4R79.2,-0.532776817
WBGene00010608,K07A1.1,-0.532876399
WBGene00011906,hsp-12.1,-0.533163402
WBGene00044323,tag-281,-0.533365484
WBGene00018825,F54E2.5,-0.533428607
WBGene00003391,F52C9.7,-0.533499996
WBGene00010140,F56A8.4,-0.533538606
WBGene00200782,C39B10.11,-0.533677176
WBGene00020377,T09B4.3,-0.533726562
WBGene00015976,C18E3.9,-0.533991355
WBGene00006622,try-4,-0.534046163
WBGene00194759,Y113G7A.17,-0.534909472
WBGene00015194,B0432.13,-0.534916885
WBGene00044026,W02B12.15,-0.535869453
WBGene00007242,C01G12.1,-0.535885631
WBGene00012332,W07G1.5,-0.535990457
WBGene00017000,D1005.6,-0.536053832
WBGene00017843,F26G5.1,-0.536097727
WBGene00006227,str-183,-0.536204898
WBGene00015070,srt-70,-0.537130796
WBGene00009009,F21D5.4,-0.537145709
WBGene00009396,clec-65,-0.537508177
WBGene00010416,H25P06.1,-0.538124469
WBGene00044445,C02F5.14,-0.538437668
WBGene00016790,C49H3.3,-0.538697343
WBGene00011790,T15H9.5,-0.538714809
WBGene00016762,ugt-24,-0.538766652
WBGene00015579,C07H6.2,-0.538780707
WBGene00044661,fbxa-143,-0.538818146
WBGene00005279,srh-56,-0.539180834
WBGene00011639,ztf-17,-0.539283313
WBGene00020339,ttr-59,-0.539361102
WBGene00019027,srb-12,-0.539473208
WBGene00019814,R02C2.1,-0.539725384
WBGene00010507,K02E2.6,-0.539864161
WBGene00008424,D2045.7,-0.540046877
WBGene00015426,C04E6.12,-0.540169909
WBGene00021057,W06B4.2,-0.540635713
WBGene00019579,oac-57,-0.540637562
WBGene00006225,str-181,-0.540654366
WBGene00077536,F38B7.10,-0.540666216
WBGene00000220,atf-2,-0.540748898
WBGene00008134,C47B2.9,-0.540760721
WBGene00014613,Y111B2A.25,-0.540965205
WBGene00017451,F14D2.2,-0.541596827
WBGene00044251,F59C6.12,-0.542063442
WBGene00007863,C32C4.3,-0.542277359
WBGene00007163,fbxa-154,-0.542285966
WBGene00006109,str-44,-0.542928757
WBGene00015700,C11D2.2,-0.543040694
WBGene00001041,dnj-23,-0.543175727
WBGene00022434,Y108G3AL.2,-0.543189653
WBGene00011054,arrd-13,-0.54323926
WBGene00008330,C55A6.1,-0.543267011
WBGene00019226,H22K11.3,-0.543317982
WBGene00010688,srz-12,-0.543456758
WBGene00018975,F56E10.1,-0.543543703
WBGene00011514,fbxa-198,-0.543569308
WBGene00007229,C01G6.9,-0.543793228
WBGene00006890,vem-1,-0.543927676
WBGene00002978,lev-11,-0.544042342
WBGene00020181,T02H6.11,-0.544244518
WBGene00011613,T08D2.8,-0.544493108
WBGene00012245,W04D2.6,-0.54449983
WBGene00017990,F32E10.2,-0.544515303
WBGene00012319,W07A8.2,-0.544722112
WBGene00010041,F54C9.3,-0.544833202
WBGene00017563,F18C5.10,-0.544852215
WBGene00008904,F17A2.13,-0.54498321
WBGene00009851,F48F7.6,-0.544996985
WBGene00200802,F40H3.15,-0.545545782
WBGene00195146,F54D5.17,-0.545740436
WBGene00008830,nhr-176,-0.545977005
WBGene00005245,srh-20,-0.546185802
WBGene00011268,R17.2,-0.546188669
WBGene00018885,F55E10.6,-0.546247504
WBGene00011973,T23G11.10,-0.546698073
WBGene00008510,lipl-7,-0.546842432
WBGene00013658,Y105C5B.19,-0.546847505
WBGene00015440,arrd-20,-0.54687626
WBGene00020233,T05A8.7,-0.546970633
WBGene00007517,C11E4.2,-0.547140533
WBGene00020550,T17H7.1,-0.547453028
WBGene00018363,F42G9.4,-0.547462914
WBGene00010803,M01B2.10,-0.547649712
WBGene00000764,coq-4,-0.547659356
WBGene00012371,W09G3.8,-0.547718651
WBGene00008325,C55A1.9,-0.548111768
WBGene00010049,F54D5.3,-0.548123575
WBGene00000561,cnd-1,-0.548397748
WBGene00012315,immt-2,-0.548837359
WBGene00001444,flp-1,-0.54887311
WBGene00003102,mab-5,-0.549014033
WBGene00023422,F43C1.6,-0.549429987
WBGene00045194,smy-1,-0.550410546
WBGene00000079,adr-1,-0.550852311
WBGene00044679,K02B12.9,-0.55091407
WBGene00011034,R05D11.6,-0.55106788
WBGene00017838,F26G1.2,-0.551501412
WBGene00019022,F58A6.1,-0.551732483
WBGene00019863,R04A9.3,-0.552067476
WBGene00010197,F57C2.5,-0.552311079
WBGene00006085,str-18,-0.5523912
WBGene00008241,C50H2.5,-0.552592862
WBGene00008271,C53B4.1,-0.552652086
WBGene00044608,glrx-22,-0.552656026
WBGene00018151,F37C12.3,-0.553650514
WBGene00011847,T19H5.2,-0.554406966
WBGene00017269,F08F8.4,-0.554607467
WBGene00004874,smc-4,-0.555282463
WBGene00007211,BE10.3,-0.555427311
WBGene00016740,C48B6.2,-0.556119476
WBGene00020087,R119.1,-0.556350648
WBGene00050937,R02D5.8,-0.557143964
WBGene00005575,sri-63,-0.557248983
WBGene00017108,cyp-43A1,-0.557489562
WBGene00017720,F22F7.2,-0.55785282
WBGene00008499,cyp-37A1,-0.558192447
WBGene00000992,dhs-29,-0.558382678
WBGene00008970,F20C5.5,-0.558524431
WBGene00007228,acs-7,-0.559358451
WBGene00007755,C27A7.3,-0.559411939
WBGene00044636,B0393.9,-0.559800477
WBGene00003124,mai-1,-0.560224718
WBGene00014798,K05D4.1,-0.560594793
WBGene00004466,rpn-10,-0.560819634
WBGene00011424,dhs-31,-0.561610031
WBGene00013765,Y113G7B.16,-0.561747426
WBGene00008130,fbxa-140,-0.562046327
WBGene00044644,B0205.13,-0.562171734
WBGene00019619,K10C2.3,-0.562837076
WBGene00006582,tmd-2,-0.563295248
WBGene00016763,C49A9.9,-0.563553339
WBGene00009477,tag-214,-0.563587135
WBGene00045092,H06I04.9,-0.563715774
WBGene00019003,F57B10.5,-0.563806207
WBGene00003772,nlr-1,-0.563837815
WBGene00019724,M02B7.2,-0.564424514
WBGene00000713,col-140,-0.564523037
WBGene00020369,T08H10.1,-0.564668833
WBGene00011065,R06C7.6,-0.564669283
WBGene00011213,R10E8.8,-0.56488815
WBGene00010638,K07F5.14,-0.565031974
WBGene00015821,clec-135,-0.565179874
WBGene00001702,grd-13,-0.56544467
WBGene00011860,T20D3.8,-0.565675479
WBGene00009064,F22G12.4,-0.566165758
WBGene00019927,fbxc-24,-0.566214016
WBGene00004356,rhi-1,-0.566986587
WBGene00013650,Y105C5B.9,-0.56802278
WBGene00009903,F49E12.10,-0.56807357
WBGene00015095,B0261.7,-0.568120407
WBGene00015028,B0207.5,-0.568614631
WBGene00001070,dpy-8,-0.569129668
WBGene00019005,F57B10.8,-0.569476415
WBGene00010409,H21P03.2,-0.569766476
WBGene00018405,F44A2.5,-0.56983583
WBGene00020883,fbxa-64,-0.569916631
WBGene00010242,F58D5.2,-0.569935256
WBGene00011545,T06G6.3,-0.569955011
WBGene00006922,vhl-1,-0.570039426
WBGene00019170,H06I04.6,-0.570362018
WBGene00011267,fbxb-85,-0.57050545
WBGene00007255,C01H6.6,-0.570613066
WBGene00006236,str-200,-0.570732367
WBGene00168120,21ur-11825,-0.570732367
WBGene00195072,C16C8.22,-0.570732367
WBGene00019805,R01B10.3,-0.570860561
WBGene00017410,F13A2.1,-0.571052725
WBGene00010054,F54D5.11,-0.571167928
WBGene00006461,tag-96,-0.571188837
WBGene00020018,R12B2.2,-0.571792262
WBGene00006191,str-144,-0.571892181
WBGene00020986,W03D8.3,-0.572018876
WBGene00015238,B0511.13,-0.572112698
WBGene00012132,ifta-2,-0.572223748
WBGene00008745,F13E6.1,-0.572826483
WBGene00022465,Y110A7A.20,-0.572908887
WBGene00007420,C07E3.10,-0.572933539
WBGene00007028,trr-1,-0.573160343
WBGene00007991,C37A5.7,-0.573187257
WBGene00016419,tyr-4,-0.573216547
WBGene00044483,H06H21.11,-0.573392825
WBGene00010671,eak-7,-0.573402009
WBGene00008082,com-1,-0.573433788
WBGene00007060,wht-6,-0.573574244
WBGene00020738,T23F2.5,-0.573996839
WBGene00007495,C09G9.5,-0.574498946
WBGene00002248,lam-3,-0.574535793
WBGene00006584,tni-1,-0.574541138
WBGene00016012,C23G10.5,-0.574712501
WBGene00015083,egg-1,-0.574733118
WBGene00007602,C15C6.3,-0.575737183
WBGene00016965,C56C10.9,-0.576103109
WBGene00003576,ndc-80,-0.576123966
WBGene00017268,F08F8.2,-0.576250224
WBGene00005000,spp-15,-0.576284027
WBGene00000615,col-38,-0.576462239
WBGene00005162,srg-4,-0.576542661
WBGene00019739,M02F4.9,-0.576910854
WBGene00045367,F17C11.15,-0.576955024
WBGene00018614,F48G7.2,-0.577047114
WBGene00015191,B0432.10,-0.577340149
WBGene00005149,sre-1,-0.57742367
WBGene00018115,F36H9.7,-0.577609098
WBGene00009276,F30F8.9,-0.577618806
WBGene00007603,C15C6.4,-0.577627142
WBGene00007628,C16C10.8,-0.578007498
WBGene00009216,F28D1.6,-0.578168805
WBGene00006588,tnt-3,-0.578514447
WBGene00004988,spp-3,-0.578845029
WBGene00011393,T03D8.6,-0.578875664
WBGene00016795,C49H3.12,-0.578893986
WBGene00000402,cdh-10,-0.578978559
WBGene00194710,C30B5.9,-0.579896861
WBGene00003934,pat-10,-0.580076793
WBGene00001998,hpr-17,-0.580093904
WBGene00007326,C05C9.2,-0.580752221
WBGene00015215,B0496.6,-0.580875901
WBGene00015448,srab-3,-0.580961521
WBGene00008229,C50F4.1,-0.581141938
WBGene00020783,T24H7.4,-0.581381725
WBGene00006675,twk-22,-0.581483292
WBGene00019064,myo-5,-0.581889018
WBGene00044541,K09H11.11,-0.58200947
WBGene00009955,eak-4,-0.582372935
WBGene00008929,F18A11.2,-0.582514217
WBGene00018510,F46F11.7,-0.582515076
WBGene00012269,W04G5.9,-0.582541458
WBGene00003650,nhr-60,-0.582919237
WBGene00008032,C39E9.8,-0.583117913
WBGene00011083,glo-1,-0.583342951
WBGene00018815,F54D12.1,-0.583498392
WBGene00007258,C01H6.9,-0.58358748
WBGene00007155,B0379.1,-0.584173754
WBGene00045483,F56H1.7,-0.584286897
WBGene00045198,K10D11.7,-0.584755923
WBGene00010318,F59B10.2,-0.584763281
WBGene00015434,C04E12.4,-0.584766521
WBGene00020309,T07D3.6,-0.585456783
WBGene00005715,srv-4,-0.585531569
WBGene00015885,fbxa-65,-0.585574055
WBGene00009095,F23H12.7,-0.58605415
WBGene00001119,dyf-3,-0.586133571
WBGene00001772,gst-24,-0.586307009
WBGene00008965,mltn-10,-0.586496564
WBGene00002276,lem-3,-0.586846876
WBGene00003064,lpd-8,-0.587331597
WBGene00016679,C45G9.8,-0.588764038
WBGene00001109,dsl-7,-0.58935534
WBGene00003384,moc-1,-0.589463173
WBGene00001941,his-67,-0.589497922
WBGene00016198,C28H8.7,-0.58952403
WBGene00020858,mop-25.3,-0.589842886
WBGene00007654,C17H1.1,-0.589856529
WBGene00011453,ugt-56,-0.589996603
WBGene00008377,D1054.10,-0.590519408
WBGene00044106,srbc-84,-0.591370592
WBGene00195241,Y113G7B.27,-0.5914797
WBGene00015852,C16C8.14,-0.591591144
